id,regionname,countryname_x,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,url,sector1,year,countrycode,countryname_y,GDP,Population,Rural Population,Electricity Access,Agricultural Land
148537,Europe and Central Asia,Republic of Moldova,PE,Investment Project Financing,IN,Active,Modernization of Government Services in the Republic of Moldova,2017-08-22 00:00:00+00:00,8,2023-06-30 00:00:00+00:00,22430000.0,5000000,15000000,20000000,http://projects.worldbank.org/P148537?lang=en,Central Government (Central Agencies),2017,MDA,Moldova,8128493432.07741,3549750.0,54.792,100.0,70.456065673457
155060,Africa,Republic of Burundi,PE,Investment Project Financing,IN,Active,Local Development for Jobs Project,2017-08-22 00:00:00+00:00,8,2022-07-31 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P155060?lang=en,Sub-National Government,2017,BDI,Burundi,3477502178.27657,10864245.0,87.333,100.0,79.1666666666667
161989,Latin America and Caribbean,Oriental Republic of Uruguay,PE,Investment Project Financing,IN,Active,Uruguay   Improving Service Delivery to Citizens and Businesses through E Government Project,2017-08-03 00:00:00+00:00,8,2021-12-31 00:00:00+00:00,12000000.0,12000000,0,12000000,http://projects.worldbank.org/P161989?lang=en,ICT Infrastructure,2017,,,,,,,
149743,Europe and Central Asia,Montenegro,PE,Investment Project Financing,IN,Active,Revenue Administration Reform Project,2017-07-31 00:00:00+00:00,7,2023-03-31 00:00:00+00:00,15700000.0,15700000,0,15700000,http://projects.worldbank.org/P149743?lang=en,Central Government (Central Agencies),2017,MNE,,,,,,
155553,Europe and Central Asia,Georgia,PE,Development Policy Lending,AD,Active,Private Sector Competitiveness DPO2,2017-07-31 00:00:00+00:00,7,2018-07-31 00:00:00+00:00,50000000.0,50000000,0,50000000,http://projects.worldbank.org/P155553?lang=en,ICT Infrastructure,2017,GEO,,,,,,
158298,Europe and Central Asia,Republic of Tajikistan,PE,Investment Project Financing,IN,Active,Strengthening Critical Infrastructure against Natural Hazards,2017-07-10 00:00:00+00:00,7,2023-12-31 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P158298?lang=en,Irrigation and Drainage,2017,TJK,Tajikistan,7145701018.7492,8921343.0,72.982,100.0,35.3562936811009
160930,East Asia and Pacific,Lao People's Democratic Republic,PE,Investment Project Financing,IN,Active,Lao PDR Southeast Asia Disaster Risk Management Project,2017-07-06 00:00:00+00:00,7,2022-10-31 00:00:00+00:00,31000000.0,0,30000000,30000000,http://projects.worldbank.org/P160930?lang=en,ICT Services,2017,LAO,,,,,,
160977,Africa,Republic of Mali,PE,Investment Project Financing,IN,Active,Improving Mali's Statistical System,2017-07-06 00:00:00+00:00,7,2022-05-31 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P160977?lang=en,Central Government (Central Agencies),2017,MLI,,,,,,
156651,Africa,Republic of Sierra Leone,PE,Development Policy Lending,AD,Active,Productivity and Transparency Support Credit,2017-06-30 00:00:00+00:00,6,2018-12-31 00:00:00+00:00,20000000.0,0,30000000,30000000,http://projects.worldbank.org/P156651?lang=en,Crops,2017,SLE,Sierra Leone,3774270392.41231,7557212.0,59.293,100.0,54.7104461069548
160500,Africa,Central African Republic,PE,Investment Project Financing,IN,Active,CAR Rural Connectivity Project,2017-06-30 00:00:00+00:00,6,2022-12-30 00:00:00+00:00,53400000.0,0,45000000,45000000,http://projects.worldbank.org/P160500?lang=en,Rural and Inter-Urban Roads,2017,CAF,Central African Republic,1949411659.20453,4659080.0,59.354,100.0,8.15435487495586
157782,Africa,Republic of Guinea,PE,Investment Project Financing,IN,Active,Guinea Urban Water Project,2017-06-27 00:00:00+00:00,6,2022-06-30 00:00:00+00:00,30000000.0,0,30000000,30000000,http://projects.worldbank.org/P157782?lang=en,Water Supply,2017,GIN,,,,,,
162760,Africa,Republic of Zambia,PE,Investment Project Financing,IN,Active,Electricity Service Access Project,2017-06-27 00:00:00+00:00,6,2022-08-31 00:00:00+00:00,36800000.0,0,26500000,26500000,http://projects.worldbank.org/P162760?lang=en,Energy Transmission and Distribution,2017,ZMB,Zambia,25808666421.5558,17094130.0,58.16,100.0,32.0639233780384
163164,Africa,Republic of Liberia,PE,Development Policy Lending,AD,Closed,Liberia PRSDPOIII Supplemental,2017-06-26 00:00:00+00:00,6,2017-12-31 00:00:00+00:00,16370000.0,0,12000000,12000000,http://projects.worldbank.org/P163164?lang=en,Central Government (Central Agencies),2017,LBR,Liberia,2158000000.0,4731906.0,49.495,100.0,19.9727990033223
160739,South Asia,Republic of Maldives,PE,Investment Project Financing,IN,Active,Maldives Clean Environment Project,2017-06-23 00:00:00+00:00,6,2023-12-31 00:00:00+00:00,17500000.0,0,17500000,17500000,http://projects.worldbank.org/P160739?lang=en,Waste Management,2017,MDV,Maldives,4597083303.50693,436330.0,52.495,100.0,21.3333333333333
161905,Middle East and North Africa,Hashemite Kingdom of Jordan,PE,Investment Project Financing,IN,Active,Innovative Startups Fund Project,2017-06-23 00:00:00+00:00,6,2023-11-30 00:00:00+00:00,98000000.0,50000000,0,50000000,http://projects.worldbank.org/P161905?lang=en,Other Non-bank Financial Institutions,2017,JOR,Jordan,40068308516.2755,9702353.0,15.873,100.0,11.3426447398063
155201,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,IN,Active,Municipal Development and Urban Resilience Project,2017-06-20 00:00:00+00:00,6,2023-12-31 00:00:00+00:00,55400000.0,0,48400000,48400000,http://projects.worldbank.org/P155201?lang=en,Sub-National Government,2017,HTI,Haiti,8408150517.97684,10981229.0,39.117,100.0,66.7634252539913
160447,Africa,Republic of Uganda,PE,Investment Project Financing,IN,Active,UG   Strengthening Social Risk Management and Gender Based Violence Prevention and Response Project,2017-06-20 00:00:00+00:00,6,2022-06-30 00:00:00+00:00,40000000.0,0,40000000,40000000,http://projects.worldbank.org/P160447?lang=en,Public Administration - Social Protection,2017,UGA,Uganda,25891058946.1936,42862958.0,83.206,100.0,71.8880909634949
161730,Africa,Central African Republic,PE,Investment Project Financing,IN,Active,Public Expenditure and Investment Management Reform Project,2017-06-19 00:00:00+00:00,6,2021-06-30 00:00:00+00:00,10000000.0,0,10000000,10000000,http://projects.worldbank.org/P161730?lang=en,Central Government (Central Agencies),2017,CAF,Central African Republic,1949411659.20453,4659080.0,59.354,100.0,8.15435487495586
152343,East Asia and Pacific,Mongolia,PE,Investment Project Financing,IN,Active,Second Energy Sector Project,2017-06-15 00:00:00+00:00,6,2022-09-30 00:00:00+00:00,55400000.0,0,42000000,42000000,http://projects.worldbank.org/P152343?lang=en,Energy Transmission and Distribution,2017,MNG,,,,,,
157198,South Asia,Republic of India,PE,Investment Project Financing,IN,Active,Assam State Public Finance Institutional Reforms (ASPIRe) Project,2017-06-15 00:00:00+00:00,6,2022-09-30 00:00:00+00:00,44000000.0,35000000,0,35000000,http://projects.worldbank.org/P157198?lang=en,Sub-National Government,2017,IND,,,,,,
147147,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,IN,Active,URBAN DEVELOPMENT SUPPORT PROJECT,2017-06-13 00:00:00+00:00,6,2020-06-30 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P147147?lang=en,Sub-National Government,2017,,,,,,,
160606,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,IN,Active,Afghanistan Strategic Grain Reserve ( SGR Project ),2017-06-13 00:00:00+00:00,6,2022-07-01 00:00:00+00:00,30000000.0,0,20300000,20300000,http://projects.worldbank.org/P160606?lang=en,Agricultural Extension; Research; and Other Support Activities,2017,,,,,,,
163387,Middle East and North Africa,Hashemite Kingdom of Jordan,PE,Investment Project Financing,IN,Active,Jordan Emergency Health Project,2017-06-13 00:00:00+00:00,6,2019-06-29 00:00:00+00:00,50000000.0,36100000,0,36100000,http://projects.worldbank.org/P163387?lang=en,Health,2017,JOR,Jordan,40068308516.2755,9702353.0,15.873,100.0,11.3426447398063
155968,Europe and Central Asia,Republic of Moldova,PE,Investment Project Financing,IN,Active,Climate Adaptation Project,2017-06-09 00:00:00+00:00,6,2023-09-30 00:00:00+00:00,27200000.0,12400000,12800000,25200000,http://projects.worldbank.org/P155968?lang=en,Public Administration - Agriculture; Fishing & Forestry,2017,MDA,Moldova,8128493432.07741,3549750.0,54.792,100.0,70.456065673457
158807,East Asia and Pacific,The Independent State of Papua New Guine,PE,Investment Project Financing,IN,Active,PNG Tourism Sector Development Project,2017-06-09 00:00:00+00:00,6,2022-08-31 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P158807?lang=en,Tourism,2017,,,,,,,
159517,East Asia and Pacific,The Independent State of Papua New Guine,PE,Investment Project Financing,IN,Active,Rural Service Delivery Project,2017-06-09 00:00:00+00:00,6,2022-06-30 00:00:00+00:00,28500000.0,0,23000000,23000000,http://projects.worldbank.org/P159517?lang=en,Sub-National Government,2017,,,,,,,
161048,East Asia and Pacific,Mongolia,PE,Investment Project Financing,IN,Active,Strengthening Fiscal and Financial Stability Project,2017-06-09 00:00:00+00:00,6,2022-01-31 00:00:00+00:00,12000000.0,0,12000000,12000000,http://projects.worldbank.org/P161048?lang=en,Central Government (Central Agencies),2017,MNG,,,,,,
148355,Africa,Republic of Mali,GU,Investment Project Financing,IN,Active,FCS RE Segou Solaire Mali Project,2017-06-08 00:00:00+00:00,6,2022-01-31 00:00:00+00:00,48400000.0,0,6200000,6200000,http://projects.worldbank.org/P148355?lang=en,Renewable Energy Solar,2017,MLI,,,,,,
163586,Latin America and Caribbean,Jamaica,PE,Development Policy Lending,AD,Active,Second Competitiveness and Fiscal Management Programmatic DPF,2017-06-08 00:00:00+00:00,6,2018-06-30 00:00:00+00:00,70000000.0,70000000,0,70000000,http://projects.worldbank.org/P163586?lang=en,Central Government (Central Agencies),2017,JAM,Jamaica,14768134912.4171,2890299.0,44.717,100.0,40.9972299168975
160170,Africa,Republic of Niger,PE,Investment Project Financing,IN,Active,Niger Solar Electricity Access Project (NESAP),2017-06-07 00:00:00+00:00,6,2024-01-31 00:00:00+00:00,49890000.0,0,49850000,49850000,http://projects.worldbank.org/P160170?lang=en,Renewable Energy Solar,2017,,,,,,,
158505,Middle East and North Africa,Republic of Djibouti,PE,Investment Project Financing,IN,Active,Djibouti: Sustainable Electrification Program,2017-06-02 00:00:00+00:00,6,2023-12-05 00:00:00+00:00,28150000.0,0,23300000,23300000,http://projects.worldbank.org/P158505?lang=en,Energy Transmission and Distribution,2017,DJI,,,,,,
159632,East Asia and Pacific,Republic of Kiribati,PE,Investment Project Financing,IN,Active,P4:  Pacific Regional Connectivity Program Phase 4:  KI: Connectivity Project,2017-05-31 00:00:00+00:00,5,2022-11-30 00:00:00+00:00,20000000.0,0,20000000,20000000,http://projects.worldbank.org/P159632?lang=en,ICT Infrastructure,2017,KIR,Kiribati,196150061.312078,116398.0,55.397,100.0,41.9753086419753
159956,East Asia and Pacific,Lao People's Democratic Republic,PE,Development Policy Lending,AD,Active,Green Resilient Growth DPF,2017-05-31 00:00:00+00:00,5,2018-06-30 00:00:00+00:00,38600000.0,0,38590000,38590000,http://projects.worldbank.org/P159956?lang=en,Sanitation,2017,LAO,,,,,,
160658,East Asia and Pacific,Republic of Vanuatu,PE,Investment Project Financing,IN,Active,Rural Electrification Project Stage II,2017-05-31 00:00:00+00:00,5,2022-06-30 00:00:00+00:00,14170000.0,0,4000000,4000000,http://projects.worldbank.org/P160658?lang=en,Renewable Energy Solar,2017,VUT,Vanuatu,862879789.390161,276244.0,73.246,100.0,15.3404429860541
160947,East Asia and Pacific,The Independent State of Papua New Guine,PE,Investment Project Financing,IN,Active, Emergency Tuberculosis Project,2017-05-31 00:00:00+00:00,5,2022-06-30 00:00:00+00:00,15000000.0,0,15000000,15000000,http://projects.worldbank.org/P160947?lang=en,Health Facilities and Construction,2017,,,,,,,
157900,Africa,Republic of Mali,PE,Development Policy Lending,AD,Closed,Mali   Poverty DPO,2017-05-30 00:00:00+00:00,5,2017-12-31 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P157900?lang=en,Other Agriculture; Fishing and Forestry,2017,MLI,,,,,,
163830,Africa,Eastern Africa,PE,Investment Project Financing,IN,Active,Somalia Emergency Drought Response and Recovery Project,2017-05-30 00:00:00+00:00,5,2018-09-30 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P163830?lang=en,Public Administration - Social Protection,2017,,,,,,,
150308,South Asia,Republic of India,PE,Investment Project Financing,IN,Active,Assam Citizen Centric Service Delivery Project,2017-05-26 00:00:00+00:00,5,2022-06-30 00:00:00+00:00,49000000.0,39200000,0,39200000,http://projects.worldbank.org/P150308?lang=en,Other Public Administration,2017,IND,,,,,,
160652,Africa,Republic of Senegal,PE,Investment Project Financing,IN,Active,Supporting Gas Project Negotiations and Enhancing Institutional Capacities,2017-05-26 00:00:00+00:00,5,2023-12-31 00:00:00+00:00,29000000.0,0,29000000,29000000,http://projects.worldbank.org/P160652?lang=en,Oil and Gas,2017,SEN,Senegal,16374743753.4731,15850567.0,55.576,100.0,46.1122941879188
154253,Latin America and Caribbean,St. Vincent and the Grenadines,PE,Investment Project Financing,IN,Active,Human Development Service Delivery  Project,2017-05-25 00:00:00+00:00,5,2022-07-31 00:00:00+00:00,10700000.0,0,10700000,10700000,http://projects.worldbank.org/P154253?lang=en,Public Administration - Education,2017,VCT,St. Vincent and the Grenadines,789629629.62963,109897.0,48.753,100.0,17.9487179487179
158958,Latin America and Caribbean,Organization of Eastern Caribbean States,PE,Investment Project Financing,IN,Active,OECS Regional Agriculture Competitiveness Project,2017-05-25 00:00:00+00:00,5,2023-05-31 00:00:00+00:00,9660000.0,1800000,6500000,8300000,http://projects.worldbank.org/P158958?lang=en,Agricultural markets; commercialization and agri-business,2017,,,,,,,
156165,Africa,Islamic Republic of Mauritania,PE,Investment Project Financing,IN,Active,Health System Support,2017-05-19 00:00:00+00:00,5,2021-06-30 00:00:00+00:00,19000000.0,0,17000000,17000000,http://projects.worldbank.org/P156165?lang=en,Health,2017,MRT,Mauritania,5024705934.33687,4420184.0,38.983,100.0,38.4796740079558
152881,Europe and Central Asia,Republic of Kosovo,PE,Investment Project Financing,IN,Active,KOSOVO: COMPETITIVENESS AND EXPORT READINESS PROJECT,2017-05-18 00:00:00+00:00,5,2022-10-30 00:00:00+00:00,15270000.0,0,15270000,15270000,http://projects.worldbank.org/P152881?lang=en,Other Industry; Trade and Services,2017,,,,,,,
156687,South Asia,Republic of India,PE,Program for Results,PR,Active,Himachal Pradesh Public Financial Management Capacity Building Program,2017-05-17 00:00:00+00:00,5,2022-09-30 00:00:00+00:00,45000000.0,36000000,0,36000000,http://projects.worldbank.org/P156687?lang=en,Sub-National Government,2017,IND,,,,,,
161591,Africa,Central African Republic,PE,Investment Project Financing,IN,Active,Service Delivery and Support to Communities Affected by Displacement Project,2017-05-16 00:00:00+00:00,5,2021-06-30 00:00:00+00:00,28000000.0,0,28000000,28000000,http://projects.worldbank.org/P161591?lang=en,Social Protection,2017,CAF,Central African Republic,1949411659.20453,4659080.0,59.354,100.0,8.15435487495586
159995,South Asia,Democratic Socialist Republic of Sri Lan,PE,Program for Results,PR,Active,Accelerating Higher Education Expansion and Development Operation,2017-05-12 00:00:00+00:00,5,2023-06-30 00:00:00+00:00,100000000.0,67000000,33000000,100000000,http://projects.worldbank.org/P159995?lang=en,Tertiary Education,2017,,,,,,,
157733,Africa,Republic of Cameroon,PE,Investment Project Financing,IN,Active,Hydropower Development on the Sanaga River Technical Assistance Project,2017-05-11 00:00:00+00:00,5,2023-07-31 00:00:00+00:00,28700000.0,0,26300000,26300000,http://projects.worldbank.org/P157733?lang=en,Renewable Energy Hydro,2017,CMR,Cameroon,34798596482.4274,24053727.0,44.511,100.0,20.6257536333058
160096,East Asia and Pacific,Republic of the Marshall Islands,PE,Investment Project Financing,IN,Active,Pacific Resilience Project II under the Pacific Resilience Program,2017-05-09 00:00:00+00:00,5,2022-11-30 00:00:00+00:00,44630000.0,0,19630000,19630000,http://projects.worldbank.org/P160096?lang=en,Other Water Supply; Sanitation and Waste Management,2017,MHL,Marshall Islands,199399247.08,53127.0,26.808,100.0,47.7777777777778
163699,East Asia and Pacific,Pacific Islands,PE,Investment Project Financing,IN,Active,Pacific Resilience Project II under the Pacific Resilience Program,2017-05-09 00:00:00+00:00,5,2022-11-30 00:00:00+00:00,4000000.0,0,4000000,4000000,http://projects.worldbank.org/P163699?lang=en,Other Water Supply; Sanitation and Waste Management,2017,,,,,,,
158982,Africa,Republic of Togo,PE,Investment Project Financing,IN,Active,Trade and Logistics Services Competitiveness Project,2017-05-04 00:00:00+00:00,5,2022-06-30 00:00:00+00:00,18000000.0,0,18000000,18000000,http://projects.worldbank.org/P158982?lang=en,Trade,2017,,,,,,,
